번호,제목,제목url,댓글,글쓴이,글쓴이ip,조회,추천,상세시간,내용,첨부이미지
5488248,[그림] 올벤쳐,https://gall.dcinside.com/board/view/?id=frozen&no=5488248&page=105,3,FlightF,,164,7,2024.04.05 19:01:26,,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe982fa11d0283196af1a5a1a0ccbfb9e99ed6088bc268e4fc77b183d1b7bfe68c979cb0a8926559ffe47ffff6d63029f69509255cf&amp;f_no=W_240404+elsa05.webp
5488247,도긩신 챔필 1호 병호 ㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅ,https://gall.dcinside.com/board/view/?id=frozen&no=5488247&page=105,,천연효모식빵,,87,0,2024.04.05 18:42:36,안믿고있었다고 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe982fa11d0283196af1a5a1a0ccbfb9e99ed6088bc268e4fc77b183d1b71f364c573c2078b203f20b24dec0cd14860e7e57cc6&amp;f_no=1708236131.jpg
5488246,코구 입갤 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=frozen&no=5488246&page=105,,*JungNu*,,83,0,2024.04.05 18:36:40,홍어잡자  - dc official App,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe982fa11d0283196af1a5a1a0ccbfb9e99ed6088bc268e4fc77b183d1b7bfc6ecc72cb098a2c51e9039446a5c5443c04e3676f430c4d9bc29de89aba9e0f0e8c6125e7851a3e17&amp;f_no=998BC63D5B6DB74E0A.png
5488245,안시이이이,https://gall.dcinside.com/board/view/?id=frozen&no=5488245&page=105,,아렌델시민A,,81,0,2024.04.05 18:21:42,- dc official App,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe982fa11d0283196af1a5a1a0ccbfb9e99ed6088bc268e4fc77b183d1b7bfd64c572cb098c21542a34a6749422ffb42b1c21ee7589a4754bab4105a8b9d9193a482558af819efe386e1b96296c1897c76f0f7608d059e13114&amp;f_no=B285AABB-84DB-4E7B-834C-B42F574091D0.jpg
5488243,프린이 금일 첫끼,https://gall.dcinside.com/board/view/?id=frozen&no=5488243&page=105,1,ㅇㅇ,118.235,125,1,2024.04.05 15:06:27,새우 넣은 새우탕면,"https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe982fa11d0283196af1a5a1a0ccbfb9e99ed6088bc268e4fc77b183d1b79f264c87bc3098d2c58bf6989a22f96a0847afd42d84924da6261ae27ebbce52f3ccbbae8a8&amp;f_no=19026339172949.jpg
https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe982fa11d0283196af1a5a1a0ccbfb9e99ed6088bc268e4fc77b183d1b79f264c87bc3098d2c58bf3fdba32f97a58c2cfd02941d608235e0665af1aa3d6f451fe0c132159dd5cd496c7dae4ef43a39&amp;f_no=qudvnd-20240325-133608-003.jpg"
5488242,이제 집구석 도착,https://gall.dcinside.com/board/view/?id=frozen&no=5488242&page=105,,ㅇㅇ,118.235,83,0,,,
5488241,나한테 병신이라 욕해줘,https://gall.dcinside.com/board/view/?id=frozen&no=5488241&page=105,,씨발씨발씨발,211.36,107,0,2024.04.05 12:23:08,나한테 병신이라 욕해줘,
5488240,정령님의 시간 엘시,https://gall.dcinside.com/board/view/?id=frozen&no=5488240&page=105,,프로즌3,,92,0,2024.04.05 12:22:23,,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe982fa11d0283196af1a5a1a0ccbfb9e99ed6088bc268e4fc77b183d1b7bfd64cb72c10d8b25591336aabdb9661ef452ba0977996a32b8b450b46f341061d14e1326bc963ae10037f740029b68&amp;f_no=elsa-20240117-175915-001.png
5488239,엘ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ시,https://gall.dcinside.com/board/view/?id=frozen&no=5488239&page=105,,프로즌3,,84,0,2024.04.05 12:22:18,,
5488237,간만에 학교왔는데 건방진2학년따리가 손인사를 하네,https://gall.dcinside.com/board/view/?id=frozen&no=5488237&page=105,4,ㅇㅇ,223.39,136,0,2024.04.05 11:53:42,"나 1,2학년때는 폴더인사 했는데ㅉ  - dc official App",https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe982fa11d0283196af1a5a1a0ccbfb9e99ed6088bc268e4fc77b183d1b7bfc69ce73c0078d2657b5940f9abd6d591dcf0686781db79c0afc95ee5fa95d04fd4d8d8cd1df617473c5ba8bf445f51ac2fc2a4f8abe1ebab1f644fd8008&amp;f_no=resizeImage_0frozen-20231208-105547-007.jpg
5488236,투표 완,https://gall.dcinside.com/board/view/?id=frozen&no=5488236&page=105,,ㅇㅇ,223.39,80,0,2024.04.05 11:14:38,- dc official App,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe982fa11d0283196af1a5a1a0ccbfb9e99ed6088bc268e4fc77b183d1b7bfc69ce73c0078d2657b5960b9aee690d46980686781db79c0a6edd46a4d2a5be0fadae17541b7997acb525e791bfe91218af226bfd1f79b136b12047c222&amp;f_no=resizeImage_0frozen-20231208-105547-007.jpg
5488235,아 면도 너무 오랜만에 해서 인중 베어버림,https://gall.dcinside.com/board/view/?id=frozen&no=5488235&page=105,3,ㅇㅇ,221.152,125,0,2024.04.05 10:26:32,- dc official App,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe982fa11d0283196af1a5a1a0ccbfb9e99ed6088bc268e4fc77b183d1b7bfc6cca7dca09882756d07a5877ed546ca81d5509ced3e8b8199b14d1039403a1e9df4f18a4c5169263273837d92488e2ee86c55dcdc8662f9ccd203f8e19&amp;f_no=resizeImage_0frozen-20231208-105547-007.jpg
5488234,안-시,https://gall.dcinside.com/board/view/?id=frozen&no=5488234&page=105,,ㅇㅇ,118.235,93,0,,,
5488233,안-시 안-시 안-시,https://gall.dcinside.com/board/view/?id=frozen&no=5488233&page=105,,ㅇㅇ,116.84,76,0,2024.04.05 06:21:06,한국 복귀 안-시,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe982fa11d0283196af1a5a1a0ccbfb9e99ed6088bc268e4fc77b183d1b79f268cc7ccb0f8b225050feafa78ce7d7a770afd658d429747850e22b6a5278d65acbc7b3a5eaa49ebba7e11b71eb18ad8ed8c0&amp;f_no=Download_2014_07_16_08_29_43.jpg
5488232,한국 너무 춥다,https://gall.dcinside.com/board/view/?id=frozen&no=5488232&page=105,,ㅇㅇ,116.84,88,0,2024.04.05 06:13:48,이불속이 그립다  벤치에 눕고 싶은데 추워서 못 자겠다,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe982fa11d0283196af1a5a1a0ccbfb9e99ed6088bc268e4fc77b183d1b79f268cc7ccb0f8b225050a8f9a28bead6a622afc642ce257465b0a831f3b7ca4fd6ef5db937fbe17b746a7b53fd2d11&amp;f_no=Tumblr_l_109714933160853.jpg
5488231,인천공항 도착,https://gall.dcinside.com/board/view/?id=frozen&no=5488231&page=105,,ㅇㅇ,116.84,91,0,2024.04.05 05:16:44,집까지 가려면 몇 시간 더 걸린다 한국이 시원하고 좋네 공항에 와이파이도 잘 터지고,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe982fa11d0283196af1a5a1a0ccbfb9e99ed6088bc268e4fc77b183d1b79f268cc7ccb0f8b265309757a194dc6e08c6e0f9c93d5c65d1ab1f6a06d0f0698b6092f6b9a1726a6ccd83417f8c4ce&amp;f_no=Tumblr_l_222776262836785.png
5488230,엘사 안나 가슴,https://gall.dcinside.com/board/view/?id=frozen&no=5488230&page=105,,ㅇㅇ,112.150,141,1,2024.04.05 01:20:43,,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe982fa11d0283196af1a5a1a0ccbfb9e99ed6088bc268e4fc77b183d1b79f365c572c5078726556cf8160fabe8da2478bb86e0af29a0312f4cfaab5d9536c15564d01e238060db89ce3bec704d208a3ded71e01b5362c1a9f1&amp;f_no=68F67A9F-1AB8-4D2B-B5D2-93B5A64AF500.jpg
5488229,헐 님들 뢋댓어염...,https://gall.dcinside.com/board/view/?id=frozen&no=5488229&page=105,,Frozen,,99,0,2024.04.05 00:44:18,야비애터모스 서피커  쟁반노래방 카운트다운 ON  - dc official App,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe982fa11d0283196af1a5a1a0ccbfb9e99ed6088bc268e4fc77b183d1b7bfc6ecf7ac10d8d2354e0b257ef51a923dede3f1d76f5bea752a957987e3d68ff815f7e5f7630&amp;f_no=20240405_004052.jpg
5488228,겨 울 왕 국 갤 러 리,https://gall.dcinside.com/board/view/?id=frozen&no=5488228&page=105,2,프로프갤러,,110,1,2024.04.05 00:34:13,프나잇  - dc official App,
5488227,정령님의 시간 엘시,https://gall.dcinside.com/board/view/?id=frozen&no=5488227&page=105,,프로즌3,,79,0,2024.04.05 00:23:01,,
5488226,내일 좀 재밌네요,https://gall.dcinside.com/board/view/?id=frozen&no=5488226&page=105,5,ㅇㅇ,221.152,112,0,2024.04.04 22:34:55,뭐..기세를 보니 염전노들이 이기겠지마는 제이크의 복수전도 있네요  - dc official App,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe982fa11d0283196af1a5a1a0ccbfb9e99ed6088bd268e601baa9c39412f4fc11efb414acaf1bdce20fb76c7f2925e105bc5fcbebab81e3b801bc7e032ef3479aa09a070d5d6fa1c263cd4e955f34cfc5864a48c2c74a60583ee9351&amp;f_no=resizeImage_0frozen-20231208-105547-007.jpg
5488225,한화 우승 가능함?,https://gall.dcinside.com/board/view/?id=frozen&no=5488225&page=105,3,Frozen3,,107,0,2024.04.04 22:23:50,내친구 한화팬인데,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe982fa11d0283196af1a5a1a0ccbfb9e99ed6088bd268e601baa9c39412d40c41efb404fcff1b8cd809524c3f67101b55d4a9977302e9e7e98c9d26978a1cb8bdee3d1e97774722d1f4a578efc89fe2e80731bfb32f2d581c5&amp;f_no=DB869FB7-8E47-44B6-98C5-FD9E9D93B17D.png
5488224,어저미 멸망ㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=frozen&no=5488224&page=105,2,ㅇㅇ,221.152,105,0,2024.04.04 21:44:45,- dc official App,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe982fa11d0283196af1a5a1a0ccbfb9e99ed6088bd268e601baa9c39412f4fc11efb414acaf1bdce2ef22296f1910d445bc5fcbebab81e02cdf654437b64894931f45f4409cae5dfd37d7fdf298144b0a3afc393cae51467fcccef8f&amp;f_no=resizeImage_0frozen-20231208-105547-007.jpg
5488223,이겼기 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=frozen&no=5488223&page=105,,천연효모식빵,,79,0,2024.04.04 21:28:47,위닝시리즈 숩다 숩어 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
5488222,졌삼 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=frozen&no=5488222&page=105,,*JungNu*,,76,0,2024.04.04 21:10:05,7연패다 ㅅㅂ  - dc official App,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe982fa11d0283196af1a5a1a0ccbfb9e99ed6088bd268e601baa9c39412f4fc318f4404ac8fabaa96584ffec55c8822b546ba6eeeeebd23360a1d0bad0686adc7c8d2fffac8778&amp;f_no=maxresdefault%281%29.jpg
5488221,어저미르야 미안해ㅠㅠㅠㅠ,https://gall.dcinside.com/board/view/?id=frozen&no=5488221&page=105,1,ㅇㅇ,221.152,106,0,2024.04.04 20:37:14,- dc official App,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe982fa11d0283196af1a5a1a0ccbfb9e99ed6088bd268e601baa9c39412f4fc11efb414acaf1bdce7ea726c3f4915d105bc5fcbebab81e58dd7de4a7e1a1bfc25048a7cfc56e52c4ca288d541cf1aa1bc0455e6ae07c3a0eec083b39&amp;f_no=resizeImage_0frozen-20231208-105547-007.jpg
5488220,뭐냐 왜 동점이여,https://gall.dcinside.com/board/view/?id=frozen&no=5488220&page=105,2,ㅇㅇ,221.152,114,0,2024.04.04 20:28:54,- dc official App,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe982fa11d0283196af1a5a1a0ccbfb9e99ed6088bd268e601baa9c39412f4fc11efb414acaf1bdce2ffb2a97f6c20b145bc5fcbebab81ecfe1ab209c57b36a5cac6a4f92a30107d2bf1cfba37be46989a8428ee0e8b255abab1af61b&amp;f_no=resizeImage_0frozen-20231208-105547-007.jpg
5488219,안-시,https://gall.dcinside.com/board/view/?id=frozen&no=5488219&page=105,,ㅇㅇ,110.70,94,0,2024.04.04 20:21:08,방콕에서 안-시,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe982fa11d0283196af1a5a1a0ccbfb9e99ed6088bd268e601baa9c39412d40c519fc4144cffab2eea37c3b21575f422f0343ab599b2e480fd9aa41bd863f9c39ee5cc42240c6afdb04adb6942aff3292a43ef192431f3930ec&amp;f_no=Screenshot_20240404_182132_OneUIHome.jpg
5488218,오늘도 편안한 승리네요,https://gall.dcinside.com/board/view/?id=frozen&no=5488218&page=105,,천연효모식빵,,89,0,2024.04.04 20:18:14,후후,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe982fa11d0283196af1a5a1a0ccbfb9e99ed6088bd268e601baa9c39412540c911f54944c9f6d40eff23314c3f1d56cd541e0c&amp;f_no=1708236131.jpg
5488217,통구이 멸망 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=frozen&no=5488217&page=105,2,*JungNu*,,104,1,2024.04.04 20:07:31,오늘도 조졌군요  - dc official App,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe982fa11d0283196af1a5a1a0ccbfb9e99ed6088bd268e601baa9c39412f4fc318f4404ac8fabaa962dfafe3559c862b546ba6eeeeebd225dbb0e67fa51eb99ee2d73aa834d6a8&amp;f_no=maxresdefault%281%29.jpg
5488216,이제 방콕 공항,https://gall.dcinside.com/board/view/?id=frozen&no=5488216&page=105,1,ㅇㅇ,110.70,118,0,2024.04.04 19:42:17,한국 간다,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe982fa11d0283196af1a5a1a0ccbfb9e99ed6088bd268e601baa9c39412d40c519fc4144cffab2eea2213727050f432b0344bd469c275468989b9a6748c59fda13007734db0000cf7624774f34&amp;f_no=Tumblr_l_503426041665195.jpg
5488215,보플로 노래불러드림,https://gall.dcinside.com/board/view/?id=frozen&no=5488215&page=105,,Frozen3,,90,0,2024.04.04 19:29:57,신청곡 ㄱ,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe982fa11d0283196af1a5a1a0ccbfb9e99ed6088bd268e601baa9c39412d40c41efb404fcff1b8cd83952095ad705be75d39e30e3520e0649b9961887dfc79c6d6f33d30303f32c6554217ef626a294f00e5949830947a4898&amp;f_no=78A37822-C263-45B6-8711-647637B3AC46.png
5488214,엘사,https://gall.dcinside.com/board/view/?id=frozen&no=5488214&page=105,,ㅇㅇ,118.235,95,0,2024.04.04 18:44:43,,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe982fa11d0283196af1a5a1a0ccbfb9e99ed6088bd268e601baa9c39412d41c91cfd484acef7bbc6c99d1275407c09b3bc3cb874dfd890b8ead9e7ba889b2755041f95082ce8dd8ed5d6dc5f3243e9251901b2aa446d&amp;f_no=baseball_new8-20200331-200946-000.jpg
5488213,보,https://gall.dcinside.com/board/view/?id=frozen&no=5488213&page=105,,ㅇㅇ,118.235,81,0,2024.04.04 18:44:41,,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe982fa11d0283196af1a5a1a0ccbfb9e99ed6088bd268e601baa9c39412d41c91cfd484acef7bbc6c89d417c182f57e6bc3cb874dfd8905334421a732dbe801f588939cd7bd684e7ec3f032495f92c309b1c13083077&amp;f_no=baseball_new8-20200331-200946-000.jpg
5488212,지,https://gall.dcinside.com/board/view/?id=frozen&no=5488212&page=105,,ㅇㅇ,118.235,87,0,2024.04.04 18:44:38,,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe982fa11d0283196af1a5a1a0ccbfb9e99ed6088bd268e601baa9c39412d41c91cfd484acef7bbc69598147b49295ce0bc3cb874dfd8900dbbeda4d9d3fc3cbfc2291844365a98bb4e4c3f68a99374134496c98e05a0&amp;f_no=baseball_new8-20200331-200946-000.jpg
5488211,코구 입갤 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=frozen&no=5488211&page=105,,*JungNu*,,82,0,2024.04.04 18:30:33,7연패 ㄱㄴㅇ  - dc official App,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe982fa11d0283196af1a5a1a0ccbfb9e99ed6088bd268e601baa9c39412f4fc318f4404ac8fabaa9618baeb10e9ad027546ba6eeeeebd23eed05b806904c25dbeeacc6b87c6d12&amp;f_no=maxresdefault%281%29.jpg
5488210,여왕님의 시간 안시,https://gall.dcinside.com/board/view/?id=frozen&no=5488210&page=105,,프로즌3,,91,0,2024.04.04 18:22:00,,
5488209,안시앙시앙시,https://gall.dcinside.com/board/view/?id=frozen&no=5488209&page=105,,아렌델시민A,,82,0,2024.04.04 18:21:20,- dc official App,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe982fa11d0283196af1a5a1a0ccbfb9e99ed6088bd268e601baa9c39412f4ec911f4404acef7bf4885183e714a13b43a04a90d1b28fb538588645efd70779424e636438716b8ecf02a81913e55&amp;f_no=elsa-20240108-230640-002.jpg
5487346,나 감기를 자주 걸리는듯,https://gall.dcinside.com/board/view/?id=frozen&no=5487346&page=120,5,ㅇㅇ,221.152,96,0,2024.03.03 10:19:25,- dc official App,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe985fa11d02831c5fc1f16261ec769f2489107c46cda260d2c23146cc94a37a8e95b6a49fe40751917f1367db9f86a702d030958dac4eb935c3f652605e444018cf722e14480e50a76b2a29c45813eb81e840ef811a84ed61a538f67&amp;f_no=resizeImage_0frozen-20231208-105547-007.jpg
5487344,신조형님 오랜만에 발기하신 ㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=frozen&no=5487344&page=120,6,천연효모식빵,,131,0,2024.03.03 01:11:56,이렇게 악셀밟는건 오랜만이네요,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe985fa11d02831c5fc1f16261ec769f2489107c46cda260d2c23146cc94839a0eb5d6349f14474845dc58373703b3038e2feca3b54ea5563621cae5c38b321ff44c51e67ea9f9dcff79260fa470cac0e2077488950f7b65398&amp;f_no=83DA117E-0CF2-4B4C-AB37-7C25F8BE126F.jpg
5487342,대 엘 시,https://gall.dcinside.com/board/view/?id=frozen&no=5487342&page=120,1,프로즌3,,70,1,2024.03.03 00:22:54,,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe985fa11d02831c5fc1f16261ec769f2489107c46cda260d2c23146cc94b33aced5e6a4efa4a1c11cc85c2e6b739f133b2ada63cd4a9cf26d11641a59daea632d84a2f9b1ac49979ff4dc080&amp;f_no=elsa-20240117-175915-001.png
5487341,엘-시,https://gall.dcinside.com/board/view/?id=frozen&no=5487341&page=120,,ㅇㅇ,183.107,62,0,2024.03.03 00:22:16,엘-시,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe985fa11d02831c5fc1f16261ec769f2489107c46cda260d2c23146cc94a30aee95e654bfd427496d2f885e00a73e4312507193040e4c663e21adb78a343e5408eda9fa4532ddf857f0a59357c&amp;f_no=Tumblr_l_104043639581351.jpg
5487340,엘시이이이,https://gall.dcinside.com/board/view/?id=frozen&no=5487340&page=120,,아렌델시민A,,56,1,2024.03.03 00:22:13,- dc official App,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe985fa11d02831c5fc1f16261ec769f2489107c46cda260d2c23146cc94a36a0e6546b49fa4677ebe8e1dafac257455405521fc8ccc3b0e669597316926cc479422cbca97b08aafd6b281339eacc562175c670&amp;f_no=tumblr_mz7ee5mRj41rq2tzmo4_500.gif
5487339,지든노,https://gall.dcinside.com/board/view/?id=frozen&no=5487339&page=120,1,석개,,84,0,2024.03.03 00:11:28,https://youtu.be/BEXBLeM9xkM낭만뒤지는곡,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe985fa11d02831c5fc1f16261ec769f2489107c46cda260d2c23146cc94a35acec5b604ffa4477dc4a0d97f1d8c4e310b2ced7999740db6635f66c40816403e6b552b296fa838f02c842693ee6&amp;f_no=elsa-20231222-000855-001.jpg
5487338,와 야2 오스트애도 벌레소환 사운드 넣어놈 ㅋㅋㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=frozen&no=5487338&page=120,,Frozen,,63,0,2024.03.03 00:00:47,,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe985fa11d02831c5fc1f16261ec769f2489107c46cda260d2c23146cc94a37aaec5c614dfb447732c29b31477fcbb5532556b4e4e2056314d7546c699450dcc907f6ad506024748af04e4a78f7314179b53eb0305945394715&amp;f_no=B15C0446-4E10-4E3D-916A-208278D8C428.png
5487337,야2 용아맥 화면비 ㅈ되는 장면 뭐가 GOAT노???,https://gall.dcinside.com/board/view/?id=frozen&no=5487337&page=120,,Frozen,,66,0,2024.03.02 23:51:28,황제 강림 화면비 ㅈ되노???  - dc official App,
5487336,와 나 또 엄청나게 나쁜 말 배움,https://gall.dcinside.com/board/view/?id=frozen&no=5487336&page=120,2,ㅇㅇ,222.107,125,0,2024.03.02 23:45:57,파비 벡스터 박사가 벨라의 이식을 준비중이다,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe985fa11d02831c5fc1f16261ec769f2489107c46dda26b8a7fad06af94d75c6fbd33da414aa6ef6e1c8fc4848adcef043711496&amp;f_no=231231231.jpg
5487335,야2 음악 존나 맛잇네,https://gall.dcinside.com/board/view/?id=frozen&no=5487335&page=120,,Frozen,,62,0,2024.03.02 23:31:27,야포티파이 음원도 시발 저음 개 ㅈ되노 ㅋㅋㅋㅋㅋ,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe985fa11d02831c5fc1f16261ec769f2489107c46dda26b8a7fad06af94d75c6f8d53fa010a96ea98088ceb701088330ee2434becbdb3e649572b763fca8016016a6dd6578e6111d9ba4d6abc0cf23c47080d3bfda3daecb5b&amp;f_no=D78FD307-2E40-4E1A-A85C-813BE70C726C.png
5487334,듄은 또 뭔지,https://gall.dcinside.com/board/view/?id=frozen&no=5487334&page=120,1,ㅇㅇ,223.39,78,0,2024.03.02 23:14:45,- dc official App,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe985fa11d02831c5fc1f16261ec769f2489107c46dda26b8a7fad06af94d75c1f9dc3faa15ac6d24b1f650cfd52b9e9301a97409bade37c959a84aa1847e0053b072aa71e31d0d8f6386528a4050619ffad8b45ac016333f23be6214&amp;f_no=resizeImage_0frozen-20231208-105547-007.jpg
5487333,야브우퍼는 여깃지롱,https://gall.dcinside.com/board/view/?id=frozen&no=5487333&page=120,,Frozen,,63,0,,,
5487332,소신발언) 320i 보다 아N이 더 편함,https://gall.dcinside.com/board/view/?id=frozen&no=5487332&page=120,,Frozen,,59,0,2024.03.02 23:07:51,320i 차 개 ㅈ같이 딱딱하네 서스도 딱딱 시트도 딱딱 시발 장거리 못뛰겟노!!! 아엔 노멀이 더 말랑하고 편함 ㅡㅡ  - dc official App,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe985fa11d02831c5fc1f16261ec769f2489107c46dda26b8a7fad06af94d75c6f8d53fa010a96ea9d68694b451088836ee3360f4e8fa63156b364a613c17d579538272b23c119ff78eea1f391046162fd975b46348&amp;f_no=Screenshot_20240302_214835_MyBMW.png
5487331,일단 침대모드로 듄2 오스트 맛좀 볼까노???,https://gall.dcinside.com/board/view/?id=frozen&no=5487331&page=120,,Frozen,,58,0,2024.03.02 22:57:16,(대가리 위에 2.8키로 서피커 박아놓고 1년째 꿀잠중)  - dc official App,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe985fa11d02831c5fc1f16261ec769f2489107c46dda26b8a7fad06af94d75c6f8d53fa010a96ea9d28996b3025d8f39ee1266f5e4e5683e03f4fa28f2722a382a53282d5c9f20b82c79d6679b6e4054c9&amp;f_no=resizeImage_020240302_225421.jpg
5487330,김고은 예쁘더라,https://gall.dcinside.com/board/view/?id=frozen&no=5487330&page=120,,Frozen3,,96,0,2024.03.02 22:53:10,오랜만에 은교 볼까,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe985fa11d02831c5fc1f16261ec769f2489107c46dda26b8a7fad06af94671c4ffd538a110ac05d5bf832d601c9c1215f6af97b98163956650c07ef888d79eb8a265ea8ee02c22b083a4210a2dad2dd25bc4a217b45acbdc&amp;f_no=8313F55C-70DF-4486-8EA2-8EA2211FB541.png
5487327,앞으로 집구석 오디오 방음테스트는 듄2 코루레이로 하면 됨,https://gall.dcinside.com/board/view/?id=frozen&no=5487327&page=120,3,Frozen,,66,0,2024.03.02 22:39:09,여지껏 본 영화중에 극저역 이렇게 많은 영화 없엇다 ㄹㅇ  - dc official App,
5487326,애플뮤직 결제 조져야겟노 ㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=frozen&no=5487326&page=120,,Frozen,,65,0,2024.03.02 22:28:09,듄2 오스트 야비애터모스 듀얼 야브우퍼로 조져야겟노 ㅋㅋㅋ,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe985fa11d02831c5fc1f16261ec769f2489107c46dda26b8a7fad06af94d75c6f8d53da714a96a5af5157625f1b0ed4e2f8b05b32eaa1eb0b5fe4bf16d96defac01d8ec8d67a49f7b77bbb218fe697dbfe61738cdb8c19cf3d&amp;f_no=D630CCCB-87C7-4397-B1E9-73DEAC0325F9.png
5487325,모래송어와 융합하여 아렌델의 황금시대를 연 엠프레스안나,https://gall.dcinside.com/board/view/?id=frozen&no=5487325&page=120,,ㅇㅇ,222.107,94,0,2024.03.02 22:03:41,안나라면 가능,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe985fa11d02831c5fc1f16261ec769f2489107c46dda26b8a7fad06af94d75c6fbd33da414aa6ef6b1caf11b1bacc7aa322e56c805a8f8611e76b63176ddacb6aab83ce476c5ec9526c21815dd413efd71161b4900c3fa4002&amp;f_no=52992177-8A95-4272-A791-AC469C6749C0.jpg
5487324,듄2 야비시네마 야비비전 휘도 개 또라이급이던데,https://gall.dcinside.com/board/view/?id=frozen&no=5487324&page=120,,Frozen,,53,0,2024.03.02 21:50:40,한낮 사막 장면들 ㄹㅇ 존나 밝음 스펙 미친거같음  - dc official App,
5487323,듄 유일단점 : 여주 와꾸들이 다 개박살나서 대가리아플려함,https://gall.dcinside.com/board/view/?id=frozen&no=5487323&page=120,,Frozen,,57,0,2024.03.02 21:42:02,아줌마들이 제일 이쁨  - dc official App,
5487322,듄 세계관 리산알가입 광신도들 공감되노,https://gall.dcinside.com/board/view/?id=frozen&no=5487322&page=120,,Frozen,,63,0,2024.03.02 21:39:14,영화 몰입도 개 ㅈ되네 나도 같이 깃발들고 가고싶어지노 ㅋㅋㅋ  - dc official App,
5487321,듄2 무앗딥 포스 개 미친거같음,https://gall.dcinside.com/board/view/?id=frozen&no=5487321&page=120,,Frozen,,77,0,2024.03.02 21:25:07,폭도마려워짐,
5487320,듄2 17000원 야비시네마 돈이 전혀 안아깝노,https://gall.dcinside.com/board/view/?id=frozen&no=5487320&page=120,,Frozen,,66,0,2024.03.02 21:08:23,이것이 씨네마  - dc official App,
